movieId,tmdbId,movielens_title,source_title,source_release_date,overview,overview_language,directors,cast,source_url,source_dataset,retrieved_on
2314,39437,Beloved (1998),Beloved,1998-10-16,"After Paul D. finds his old slave friend Sethe in Ohio and moves in with her and her daughter Denver, a strange girl comes along by the name of ""Beloved"". Sethe and Denver take her in and then strange things start to happen...",en,"[{""id"": 16294, ""name"": ""Jonathan Demme""}]","[{""id"": 13309, ""name"": ""Oprah Winfrey""}, {""id"": 2047, ""name"": ""Danny Glover""}, {""id"": 9030, ""name"": ""Thandie Newton""}, {""id"": 64908, ""name"": ""Lisa Gay Hamilton""}, {""id"": 8354, ""name"": ""Albert Hall""}]",https://www.themoviedb.org/movie/39437,TMDB 5000 Movie Dataset,2026-09-12
2315,11932,Bride of Chucky (Child's Play 4) (1998),Bride of Chucky,1998-10-16,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",en,"[{""id"": 17268, ""name"": ""Ronny Yu""}]","[{""id"": 1471, ""name"": ""Ed Gale""}, {""id"": 7906, ""name"": ""Jennifer Tilly""}, {""id"": 1370, ""name"": ""Brad Dourif""}, {""id"": 25541, ""name"": ""Katherine Heigl""}, {""id"": 70958, ""name"": ""Nick Stabile""}]",https://www.themoviedb.org/movie/11932,TMDB 5000 Movie Dataset,2026-09-12
2316,6435,Practical Magic (1998),Practical Magic,1998-10-16,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",en,"[{""id"": 2171, ""name"": ""Griffin Dunne""}]","[{""id"": 18277, ""name"": ""Sandra Bullock""}, {""id"": 2227, ""name"": ""Nicole Kidman""}, {""id"": 38940, ""name"": ""Evan Rachel Wood""}, {""id"": 5725, ""name"": ""Goran Visnjic""}, {""id"": 8893, ""name"": ""Stockard Channing""}]",https://www.themoviedb.org/movie/6435,TMDB 5000 Movie Dataset,2026-09-12
2318,10683,Happiness (1998),Happiness,1998-10-16,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",en,"[{""id"": 66605, ""name"": ""Todd Solondz""}]","[{""id"": 209, ""name"": ""Jane Adams""}, {""id"": 16165, ""name"": ""Jon Lovitz""}, {""id"": 1233, ""name"": ""Philip Seymour Hoffman""}, {""id"": 19152, ""name"": ""Dylan Baker""}, {""id"": 1131554, ""name"": ""Evan Silverberg""}]",https://www.themoviedb.org/movie/10683,TMDB 5000 Movie Dataset,2026-09-12
2322,9425,Soldier (1998),Soldier,1998-10-23,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",en,"[{""id"": 4014, ""name"": ""Paul W.S. Anderson""}]","[{""id"": 6856, ""name"": ""Kurt Russell""}, {""id"": 58319, ""name"": ""Jason Scott Lee""}, {""id"": 11355, ""name"": ""Jason Isaacs""}, {""id"": 935, ""name"": ""Connie Nielsen""}, {""id"": 28848, ""name"": ""Sean Pertwee""}]",https://www.themoviedb.org/movie/9425,TMDB 5000 Movie Dataset,2026-09-12
2325,8675,Orgazmo (1997),Orgazmo,1997-09-06,"Joe Young is a devout Mormon living in L.A. trying to raise enough money to go back to Utah and marry his girlfriend, Lisa. Joe is spreading the word about the church of Latter Day Saints one day when he's confronted by two burly bodyguards. A scuffle breaks out, and Joe's martial arts skills impress Maxxx Orbison, who directs pornographic movies.",en,"[{""id"": 34517, ""name"": ""Trey Parker""}]","[{""id"": 34517, ""name"": ""Trey Parker""}, {""id"": 55624, ""name"": ""Dian Bachar""}, {""id"": 34518, ""name"": ""Matt Stone""}, {""id"": 42545, ""name"": ""Ron Jeremy""}, {""id"": 55623, ""name"": ""Michael Dean Jacobs""}]",https://www.themoviedb.org/movie/8675,TMDB 5000 Movie Dataset,2026-09-12
2328,9945,Vampires (1998),Vampires,1998-04-15,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,en,"[{""id"": 11770, ""name"": ""John Carpenter""}]","[{""id"": 4512, ""name"": ""James Woods""}, {""id"": 24516, ""name"": ""Daniel Baldwin""}, {""id"": 6726, ""name"": ""Sheryl Lee""}, {""id"": 60705, ""name"": ""Thomas Ian Griffith""}, {""id"": 12150, ""name"": ""Maximilian Schell""}]",https://www.themoviedb.org/movie/9945,TMDB 5000 Movie Dataset,2026-09-12
2329,73,American History X (1998),American History X,1998-10-30,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",en,"[{""id"": 814, ""name"": ""Tony Kaye""}]","[{""id"": 819, ""name"": ""Edward Norton""}, {""id"": 820, ""name"": ""Edward Furlong""}, {""id"": 821, ""name"": ""Beverly D'Angelo""}, {""id"": 822, ""name"": ""Avery Brooks""}, {""id"": 823, ""name"": ""Jennifer Lien""}]",https://www.themoviedb.org/movie/73,TMDB 5000 Movie Dataset,2026-09-12
2331,46889,Living Out Loud (1998),Living Out Loud,1998-10-30,"Dramatic comedy about two unlikely people who find each other while looking for love. Judith Nelson (Holly Hunter) is suddenly single after discovering her husband of fifteen years, a successful doctor (Martin Donovan), has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey (Queen Latifah), who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities ... which is when she notices Pat (Danny De Vito), the elevator operator in her building.",en,"[{""id"": 2163, ""name"": ""Richard LaGravenese""}]","[{""id"": 18686, ""name"": ""Holly Hunter""}, {""id"": 518, ""name"": ""Danny DeVito""}, {""id"": 15758, ""name"": ""Queen Latifah""}, {""id"": 42993, ""name"": ""Martin Donovan""}, {""id"": 38581, ""name"": ""Rachael Leigh Cook""}]",https://www.themoviedb.org/movie/46889,TMDB 5000 Movie Dataset,2026-09-12
2333,3033,Gods and Monsters (1998),Gods and Monsters,1998-01-21,"It's 1957, and Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",en,"[{""id"": 15557, ""name"": ""Bill Condon""}]","[{""id"": 1327, ""name"": ""Ian McKellen""}, {""id"": 18269, ""name"": ""Brendan Fraser""}, {""id"": 29791, ""name"": ""Lynn Redgrave""}, {""id"": 12139, ""name"": ""Lolita Davidovich""}, {""id"": 29792, ""name"": ""David Dukes""}]",https://www.themoviedb.org/movie/3033,TMDB 5000 Movie Dataset,2026-09-12
2334,9882,"Siege, The (1998)",The Siege,1998-11-06,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law.,en,"[{""id"": 9181, ""name"": ""Edward Zwick""}]","[{""id"": 5292, ""name"": ""Denzel Washington""}, {""id"": 516, ""name"": ""Annette Bening""}, {""id"": 62, ""name"": ""Bruce Willis""}, {""id"": 4252, ""name"": ""Tony Shalhoub""}, {""id"": 20667, ""name"": ""Sami Bouajila""}]",https://www.themoviedb.org/movie/9882,TMDB 5000 Movie Dataset,2026-09-12
2335,10663,"Waterboy, The (1998)",The Waterboy,1998-11-06,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,en,"[{""id"": 57370, ""name"": ""Frank Coraci""}]","[{""id"": 19292, ""name"": ""Adam Sandler""}, {""id"": 8534, ""name"": ""Kathy Bates""}, {""id"": 826, ""name"": ""Fairuza Balk""}, {""id"": 31903, ""name"": ""Henry Winkler""}, {""id"": 67764, ""name"": ""Jerry Reed""}]",https://www.themoviedb.org/movie/10663,TMDB 5000 Movie Dataset,2026-09-12
2336,4518,Elizabeth (1998),Elizabeth,1998-09-13,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",en,"[{""id"": 37630, ""name"": ""Shekhar Kapur""}]","[{""id"": 112, ""name"": ""Cate Blanchett""}, {""id"": 118, ""name"": ""Geoffrey Rush""}, {""id"": 2040, ""name"": ""Christopher Eccleston""}, {""id"": 12763, ""name"": ""Joseph Fiennes""}, {""id"": 4786, ""name"": ""Richard Attenborough""}]",https://www.themoviedb.org/movie/4518,TMDB 5000 Movie Dataset,2026-09-12
2337,1808,Velvet Goldmine (1998),Velvet Goldmine,1998-10-23,"Almost a decade has elapsed since Bowie esque glam superstar Brian Slade staged his own death and escaped the spotlight of the London scene.  Now, investigative journalist Arthur Stuart is on assignment to uncover the truth of the enigmatic Slade's rise and fall.  Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.",en,"[{""id"": 16863, ""name"": ""Todd Haynes""}]","[{""id"": 3061, ""name"": ""Ewan McGregor""}, {""id"": 3894, ""name"": ""Christian Bale""}, {""id"": 1244, ""name"": ""Jonathan Rhys Meyers""}, {""id"": 47627, ""name"": ""Janet McTeer""}, {""id"": 3051, ""name"": ""Toni Collette""}]",https://www.themoviedb.org/movie/1808,TMDB 5000 Movie Dataset,2026-09-12
2338,3600,I Still Know What You Did Last Summer (1998),I Still Know What You Did Last Summer,1998-11-13,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?",en,"[{""id"": 33279, ""name"": ""Danny Cannon""}]","[{""id"": 33259, ""name"": ""Jennifer Love Hewitt""}, {""id"": 33260, ""name"": ""Freddie Prinze Jr.""}, {""id"": 327, ""name"": ""Mekhi Phifer""}, {""id"": 33285, ""name"": ""Brandy Norwood""}, {""id"": 17348, ""name"": ""Muse Watson""}]",https://www.themoviedb.org/movie/3600,TMDB 5000 Movie Dataset,2026-09-12
2340,297,Meet Joe Black (1998),Meet Joe Black,1998-11-12,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",en,"[{""id"": 769, ""name"": ""Martin Brest""}]","[{""id"": 287, ""name"": ""Brad Pitt""}, {""id"": 4173, ""name"": ""Anthony Hopkins""}, {""id"": 4174, ""name"": ""Claire Forlani""}, {""id"": 4175, ""name"": ""Jeffrey Tambor""}, {""id"": 4726, ""name"": ""Marcia Gay Harden""}]",https://www.themoviedb.org/movie/297,TMDB 5000 Movie Dataset,2026-09-12
2353,9798,Enemy of the State (1998),Enemy of the State,1998-11-20,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.",en,"[{""id"": 893, ""name"": ""Tony Scott""}]","[{""id"": 2888, ""name"": ""Will Smith""}, {""id"": 193, ""name"": ""Gene Hackman""}, {""id"": 10127, ""name"": ""Jon Voight""}, {""id"": 9788, ""name"": ""Regina King""}, {""id"": 10985, ""name"": ""Ian Hart""}]",https://www.themoviedb.org/movie/9798,TMDB 5000 Movie Dataset,2026-09-12
2354,14444,"Rugrats Movie, The (1998)",The Rugrats Movie,1998-11-20,"Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?",en,"[{""id"": 86439, ""name"": ""Norton Virgien""}, {""id"": 110873, ""name"": ""Igor Kovalyov""}]","[{""id"": 2395, ""name"": ""Whoopi Goldberg""}, {""id"": 60950, ""name"": ""David Spade""}, {""id"": 15274, ""name"": ""E.G. Daily""}, {""id"": 15762, ""name"": ""Tara Strong""}, {""id"": 58136, ""name"": ""Christine Cavanaugh""}]",https://www.themoviedb.org/movie/14444,TMDB 5000 Movie Dataset,2026-09-12
2355,9487,"Bug's Life, A (1998)",A Bug's Life,1998-11-25,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",en,"[{""id"": 7, ""name"": ""Andrew Stanton""}, {""id"": 7879, ""name"": ""John Lasseter""}]","[{""id"": 1979, ""name"": ""Kevin Spacey""}, {""id"": 15886, ""name"": ""Julia Louis-Dreyfus""}, {""id"": 17265, ""name"": ""Hayden Panettiere""}, {""id"": 89784, ""name"": ""Phyllis Diller""}, {""id"": 5149, ""name"": ""Bonnie Hunt""}]",https://www.themoviedb.org/movie/9487,TMDB 5000 Movie Dataset,2026-09-12
2356,9466,Celebrity (1998),Celebrity,1998-09-07,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",en,"[{""id"": 1243, ""name"": ""Woody Allen""}]","[{""id"": 11181, ""name"": ""Kenneth Branagh""}, {""id"": 351, ""name"": ""Judy Davis""}, {""id"": 3266, ""name"": ""Joe Mantegna""}, {""id"": 6193, ""name"": ""Leonardo DiCaprio""}, {""id"": 6885, ""name"": ""Charlize Theron""}]",https://www.themoviedb.org/movie/9466,TMDB 5000 Movie Dataset,2026-09-12
2357,666,Central Station (Central do Brasil) (1998),Central Station,1998-01-16,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",en,"[{""id"": 8574, ""name"": ""Walter Salles""}]","[{""id"": 10055, ""name"": ""Fernanda Montenegro""}, {""id"": 10057, ""name"": ""Marília Pêra""}, {""id"": 10059, ""name"": ""Vinícius de Oliveira""}, {""id"": 10061, ""name"": ""Othon Bastos""}, {""id"": 10062, ""name"": ""Otávio Augusto""}]",https://www.themoviedb.org/movie/666,TMDB 5000 Movie Dataset,2026-09-12
2359,10162,Waking Ned Devine (a.k.a. Waking Ned) (1998),Waking Ned,1998-09-15,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.",en,"[{""id"": 64045, ""name"": ""Kirk Jones""}]","[{""id"": 2481, ""name"": ""Ian Bannen""}, {""id"": 1282, ""name"": ""David Kelly""}, {""id"": 58068, ""name"": ""Fionnula Flanagan""}, {""id"": 42571, ""name"": ""Susan Lynch""}, {""id"": 147054, ""name"": ""Brendan Dempsey""}]",https://www.themoviedb.org/movie/10162,TMDB 5000 Movie Dataset,2026-09-12
2360,309,"Celebration, The (Festen) (1998)",The Celebration,1998-05-20,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",en,"[{""id"": 4453, ""name"": ""Thomas Vinterberg""}]","[{""id"": 4455, ""name"": ""Ulrich Thomsen""}, {""id"": 4456, ""name"": ""Henning Moritzen""}, {""id"": 4457, ""name"": ""Thomas Bo Larsen""}, {""id"": 4458, ""name"": ""Paprika Steen""}, {""id"": 4459, ""name"": ""Birthe Neumann""}]",https://www.themoviedb.org/movie/309,TMDB 5000 Movie Dataset,2026-09-12
2361,692,Pink Flamingos (1972),Pink Flamingos,1972-03-12,"Notorious Baltimore criminal and underground figure Divine goes up against Connie &amp; Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",en,"[{""id"": 10367, ""name"": ""John Waters""}]","[{""id"": 10369, ""name"": ""Divine""}, {""id"": 10370, ""name"": ""David Lochary""}, {""id"": 10371, ""name"": ""Mary Vivian Pearce""}, {""id"": 9292, ""name"": ""Mink Stole""}, {""id"": 10372, ""name"": ""Danny Mills""}]",https://www.themoviedb.org/movie/692,TMDB 5000 Movie Dataset,2026-09-12
2373,9626,Red Sonja (1985),Red Sonja,1985-04-09,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",en,"[{""id"": 2087, ""name"": ""Richard Fleischer""}]","[{""id"": 1100, ""name"": ""Arnold Schwarzenegger""}, {""id"": 921, ""name"": ""Brigitte Nielsen""}, {""id"": 45378, ""name"": ""Sandahl Bergman""}, {""id"": 39782, ""name"": ""Paul L. Smith""}, {""id"": 58210, ""name"": ""Ernie Reyes, Jr.""}]",https://www.themoviedb.org/movie/9626,TMDB 5000 Movie Dataset,2026-09-12
2376,707,"View to a Kill, A (1985)",A View to a Kill,1985-05-24,A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.,en,"[{""id"": 10179, ""name"": ""John Glen""}]","[{""id"": 10222, ""name"": ""Roger Moore""}, {""id"": 4690, ""name"": ""Christopher Walken""}, {""id"": 10660, ""name"": ""Tanya Roberts""}, {""id"": 10661, ""name"": ""Grace Jones""}, {""id"": 10662, ""name"": ""Patrick Macnee""}]",https://www.themoviedb.org/movie/707,TMDB 5000 Movie Dataset,2026-09-12
2377,11954,Lifeforce (1985),Lifeforce,1985-06-20,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,en,"[{""id"": 10051, ""name"": ""Tobe Hooper""}]","[{""id"": 52023, ""name"": ""Steve Railsback""}, {""id"": 22109, ""name"": ""Peter Firth""}, {""id"": 6637, ""name"": ""Frank Finlay""}, {""id"": 44233, ""name"": ""Mathilda May""}, {""id"": 2387, ""name"": ""Patrick Stewart""}]",https://www.themoviedb.org/movie/11954,TMDB 5000 Movie Dataset,2026-09-12
2378,9336,Police Academy (1984),Police Academy,1984-03-22,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",en,"[{""id"": 28904, ""name"": ""Hugh Wilson""}]","[{""id"": 26472, ""name"": ""Steve Guttenberg""}, {""id"": 2109, ""name"": ""Kim Cattrall""}, {""id"": 27237, ""name"": ""G. W. Bailey""}, {""id"": 57349, ""name"": ""Bubba Smith""}, {""id"": 57350, ""name"": ""Donovan Scott""}]",https://www.themoviedb.org/movie/9336,TMDB 5000 Movie Dataset,2026-09-12
2384,9447,Babe: Pig in the City (1998),Babe: Pig in the City,1998-11-25,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",en,"[{""id"": 20629, ""name"": ""George Miller""}]","[{""id"": 2505, ""name"": ""James Cromwell""}, {""id"": 45386, ""name"": ""Mary Stein""}, {""id"": 1937, ""name"": ""Mickey Rooney""}, {""id"": 45586, ""name"": ""Magda Szubanski""}, {""id"": 15274, ""name"": ""E.G. Daily""}]",https://www.themoviedb.org/movie/9447,TMDB 5000 Movie Dataset,2026-09-12
2385,12257,Home Fries (1998),Home Fries,1998-11-25,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.",en,"[{""id"": 15002, ""name"": ""Dean Parisot""}]","[{""id"": 69597, ""name"": ""Drew Barrymore""}, {""id"": 11514, ""name"": ""Catherine O'Hara""}, {""id"": 36422, ""name"": ""Luke Wilson""}, {""id"": 28410, ""name"": ""Jake Busey""}, {""id"": 10409, ""name"": ""Shelley Duvall""}]",https://www.themoviedb.org/movie/12257,TMDB 5000 Movie Dataset,2026-09-12
2387,10029,Very Bad Things (1998),Very Bad Things,1998-09-11,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",en,"[{""id"": 36602, ""name"": ""Peter Berg""}]","[{""id"": 15277, ""name"": ""Jon Favreau""}, {""id"": 2221, ""name"": ""Leland Orser""}, {""id"": 6941, ""name"": ""Cameron Diaz""}, {""id"": 2224, ""name"": ""Christian Slater""}, {""id"": 12799, ""name"": ""Jeremy Piven""}]",https://www.themoviedb.org/movie/10029,TMDB 5000 Movie Dataset,2026-09-12
2390,8545,Little Voice (1998),Little Voice,1998-11-05,"After the death of her father, Little Voice or LV becomes a virtual recluse, never going out and hardly ever saying a word. She just sits in her bedroom listening to her father's collection of old records of Shirley Bassey, Marilyn Monroe and various other famous female singers. But at night time, LV sings, imitating these great singers with surprising accuracy. One night she is overheard by one of her mother's boyfriends, who happens to be a talent agent. He manages to convince her that her talent is special and arranges for her to perform at the local night club, but several problems arise.",en,"[{""id"": 55299, ""name"": ""Mark Herman""}]","[{""id"": 4154, ""name"": ""Brenda Blethyn""}, {""id"": 3895, ""name"": ""Michael Caine""}, {""id"": 3061, ""name"": ""Ewan McGregor""}, {""id"": 34902, ""name"": ""Jane Horrocks""}, {""id"": 388, ""name"": ""Jim Broadbent""}]",https://www.themoviedb.org/movie/8545,TMDB 5000 Movie Dataset,2026-09-12
2391,10223,"Simple Plan, A (1998)",A Simple Plan,1998-12-11,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences",en,"[{""id"": 7623, ""name"": ""Sam Raimi""}]","[{""id"": 2053, ""name"": ""Bill Paxton""}, {""id"": 2233, ""name"": ""Bridget Fonda""}, {""id"": 879, ""name"": ""Billy Bob Thornton""}, {""id"": 15011, ""name"": ""Brent Briscoe""}, {""id"": 10486, ""name"": ""Chelcie Ross""}]",https://www.themoviedb.org/movie/10223,TMDB 5000 Movie Dataset,2026-09-12
2393,200,Star Trek: Insurrection (1998),Star Trek: Insurrection,1998-12-10,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",en,"[{""id"": 2388, ""name"": ""Jonathan Frakes""}]","[{""id"": 2387, ""name"": ""Patrick Stewart""}, {""id"": 2388, ""name"": ""Jonathan Frakes""}, {""id"": 1213786, ""name"": ""Brent Spiner""}, {""id"": 2390, ""name"": ""LeVar Burton""}, {""id"": 2391, ""name"": ""Michael Dorn""}]",https://www.themoviedb.org/movie/200,TMDB 5000 Movie Dataset,2026-09-12
2394,9837,"Prince of Egypt, The (1998)",The Prince of Egypt,1998-12-15,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",en,"[{""id"": 21879, ""name"": ""Simon Wells""}, {""id"": 44113, ""name"": ""Steve Hickner""}, {""id"": 59803, ""name"": ""Brenda Chapman""}]","[{""id"": 5576, ""name"": ""Val Kilmer""}, {""id"": 5469, ""name"": ""Ralph Fiennes""}, {""id"": 2387, ""name"": ""Patrick Stewart""}, {""id"": 1160, ""name"": ""Michelle Pfeiffer""}, {""id"": 18277, ""name"": ""Sandra Bullock""}]",https://www.themoviedb.org/movie/9837,TMDB 5000 Movie Dataset,2026-09-12
2395,11545,Rushmore (1998),Rushmore,1998-09-17,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",en,"[{""id"": 5655, ""name"": ""Wes Anderson""}]","[{""id"": 17881, ""name"": ""Jason Schwartzman""}, {""id"": 11616, ""name"": ""Olivia Williams""}, {""id"": 1532, ""name"": ""Bill Murray""}, {""id"": 5950, ""name"": ""Seymour Cassel""}, {""id"": 15252, ""name"": ""Mason Gamble""}]",https://www.themoviedb.org/movie/11545,TMDB 5000 Movie Dataset,2026-09-12
2396,1934,Shakespeare in Love (1998),Shakespeare in Love,1998-12-11,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",en,"[{""id"": 18844, ""name"": ""John Madden""}]","[{""id"": 12763, ""name"": ""Joseph Fiennes""}, {""id"": 12052, ""name"": ""Gwyneth Paltrow""}, {""id"": 118, ""name"": ""Geoffrey Rush""}, {""id"": 207, ""name"": ""Tom Wilkinson""}, {""id"": 5309, ""name"": ""Judi Dench""}]",https://www.themoviedb.org/movie/1934,TMDB 5000 Movie Dataset,2026-09-12
2401,8879,Pale Rider (1985),Pale Rider,1985-06-28,A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff.,en,"[{""id"": 190, ""name"": ""Clint Eastwood""}]","[{""id"": 190, ""name"": ""Clint Eastwood""}, {""id"": 21030, ""name"": ""Michael Moriarty""}, {""id"": 44831, ""name"": ""Carrie Snodgress""}, {""id"": 2969, ""name"": ""Chris Penn""}, {""id"": 15413, ""name"": ""Richard Dysart""}]",https://www.themoviedb.org/movie/8879,TMDB 5000 Movie Dataset,2026-09-12
2402,1369,Rambo: First Blood Part II (1985),Rambo: First Blood Part II,1985-05-21,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,en,"[{""id"": 16566, ""name"": ""George P. Cosmatos""}]","[{""id"": 16483, ""name"": ""Sylvester Stallone""}, {""id"": 16554, ""name"": ""Richard Crenna""}, {""id"": 16119, ""name"": ""Charles Napier""}, {""id"": 782, ""name"": ""Steven Berkoff""}, {""id"": 16578, ""name"": ""Julia Nickson""}]",https://www.themoviedb.org/movie/1369,TMDB 5000 Movie Dataset,2026-09-12
