movieId,predicted_rating,n_neighbor_votes,title,genres,release_year,mean_rating,rating_count,bayesian_rating
61210,3.5,1.0,Mutant Chronicles,Action|Adventure|Sci-Fi,2008,3.5,1,3.5014
62299,3.5,1.0,Alone in the Dark II,Action|Horror,2008,3.5,1,3.5014
63276,3.5,1.0,Crows Zero (Kurôzu zero),Action,2007,4.0,2,3.5846
69278,3.5,1.0,Land of the Lost,Action|Adventure|Comedy|Sci-Fi,2009,3.2143,7,3.3833
71129,3.5,1.0,Green Lantern: First Flight,Action|Adventure|Animation|Fantasy|Sci-Fi,2009,3.5,1,3.5014
72591,3.5,1.0,"Patriot, The",Action|Thriller,1998,3.5,1,3.5014
73499,3.5,1.0,MacGyver: Lost Treasure of Atlantis,Action|Adventure,1994,3.5,1,3.5014
74685,3.5,1.0,"Crazies, The",Action|Drama|Horror|Sci-Fi|Thriller,2010,3.375,4,3.4654
82765,3.5,1.0,Little Big Soldier (Da bing xiao jiang),Action|Adventure|Comedy|Drama|War,2010,3.5,1,3.5014
83374,3.5,1.0,"Warrior's Way, The",Action|Fantasy|Western,2010,3.5,1,3.5014
89862,3.5,1.0,Bellflower,Action|Drama|Romance,2011,3.5,1,3.5014
90243,3.5,1.0,Three Outlaw Samurai (Sanbiki no samurai),Action|Drama,1964,3.5,1,3.5014
95145,3.5,1.0,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),Action|Adventure|Animation|Children,1986,3.5,1,3.5014
95163,3.5,1.0,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),Action|Adventure|Animation|Children,1988,3.5,1,3.5014
96691,3.5,1.0,Resident Evil: Retribution,Action|Horror|Sci-Fi|IMAX,2012,3.75,2,3.543
97285,3.5,1.0,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),Action|Crime|Mystery,1960,3.5,1,3.5014
98633,3.5,1.0,My Lucky Stars (Fuk sing go jiu),Action|Comedy,1985,3.5,1,3.5014
107069,3.5,1.0,Lone Survivor,Action|Drama|Thriller|War,2013,3.0,2,3.418
107846,3.5,1.0,MacGyver: Trail to Doomsday,Action|Adventure,1994,3.5,1,3.5014
108090,3.5,1.0,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi),Action|Adventure|Animation|Children,1996,3.5,1,3.5014
109850,3.5,1.0,Need for Speed,Action|Crime|Drama|IMAX,2014,3.75,2,3.543
132362,3.5,1.0,Patlabor 2: The Movie,Action|Animation|Sci-Fi,1993,3.5,1,3.5014
135456,3.5,1.0,Ghost in the Shell: Stand Alone Complex - The Laughing Man,Action|Animation|Crime|Sci-Fi,2005,3.25,2,3.4596
135803,3.5,1.0,Five Element Ninjas,Action,1982,3.5,1,3.5014
141408,3.5,1.0,Scouts Guide to the Zombie Apocalypse,Action|Comedy|Horror,2015,3.75,2,3.543
142420,3.5,1.0,High Rise,Action|Drama|Sci-Fi,2015,3.0,2,3.418
151781,3.5,1.0,Ghost in the Shell: Solid State Society,Action|Animation|Crime|Sci-Fi|Thriller,2006,3.5,1,3.5014
158721,3.5,1.0,Gen-X Cops,Action|Comedy|Thriller,1999,3.5,1,3.5014
162478,3.5,1.0,Masterminds,Action|Comedy|Crime,2016,4.0,3,3.6166
167370,3.5,1.0,Assassin's Creed,Action|Adventure|Sci-Fi,2016,2.5,2,3.3346
172881,3.5,1.0,Final Flight of the Osiris,Action|Animation|Sci-Fi,2003,3.5,1,3.5014
7164,3.499,3.0,Peter Pan,Action|Adventure|Children|Fantasy,2003,3.0833,6,3.3447
176101,3.496,3.0,Kingsman: The Golden Circle,Action|Adventure|Comedy,2017,3.0625,8,3.3064
71156,3.495,5.0,"Men Who Stare at Goats, The",Action|Comedy|Drama,2009,3.3889,9,3.4482
102033,3.495,4.0,Pain & Gain,Action|Comedy|Crime,2013,3.2,5,3.401
66297,3.494,6.0,Futurama: Into the Wild Green Yonder,Action|Animation|Comedy|Sci-Fi,2009,3.5,6,3.501
87222,3.488,4.0,Kung Fu Panda 2,Action|Adventure|Animation|Children|Comedy|IMAX,2011,3.3235,17,3.3895
91485,3.485,6.0,"Expendables 2, The",Action|Adventure,2012,3.5,10,3.5008
95167,3.469,8.0,Brave,Action|Adventure|Animation|Children,2012,3.4667,30,3.4754
60979,3.456,3.0,Batman: Gotham Knight,Action|Animation|Crime,2008,3.5,3,3.5012
7894,3.448,4.0,"Duck, You Sucker",Action|Western,1971,3.5,4,3.5011
4042,3.447,2.0,"Alamo, The",Action|Drama|War|Western,1960,3.375,4,3.4654
6857,3.444,7.0,Ninja Scroll (Jûbei ninpûchô),Action|Adventure|Animation|Fantasy,1995,3.7692,13,3.6529
37830,3.438,7.0,Final Fantasy VII: Advent Children,Action|Adventure|Animation|Fantasy|Sci-Fi,2004,3.55,10,3.5258
2521,3.43,2.0,Airport 1975,Action|Drama|Thriller,1974,3.5,2,3.5013
2993,3.429,12.0,Thunderball,Action|Adventure|Thriller,1965,3.4792,24,3.4858
80219,3.427,9.0,Machete,Action|Adventure|Comedy|Crime|Thriller,2010,3.25,12,3.3643
3769,3.427,2.0,Thunderbolt and Lightfoot,Action,1974,3.3333,3,3.4627
7007,3.426,6.0,"Last Boy Scout, The",Action|Comedy|Crime|Drama|Thriller,1991,3.5,8,3.5009
71254,3.425,6.0,Gamer,Action|Sci-Fi|Thriller,2009,3.4286,7,3.4715
122892,3.422,9.0,Avengers: Age of Ultron,Action|Adventure|Sci-Fi,2015,3.5185,27,3.5139
4802,3.419,2.0,Operation Petticoat,Action|Comedy|Romance|War,1959,3.0,4,3.3583
27032,3.416,2.0,Who Am I? (Wo shi shei),Action|Adventure|Comedy|Sci-Fi|Thriller,1998,3.5,2,3.5013
3032,3.412,5.0,"Omega Man, The",Action|Drama|Sci-Fi|Thriller,1971,3.6667,6,3.5635
74795,3.407,6.0,Green Zone,Action|Drama|Thriller|War,2010,3.5,9,3.5008
135569,3.397,7.0,Star Trek Beyond,Action|Adventure|Sci-Fi,2016,3.4667,15,3.4806
65682,3.395,4.0,Underworld: Rise of the Lycans,Action|Fantasy|Horror|Thriller,2009,3.6429,7,3.5597
26865,3.39,4.0,Fist of Legend (Jing wu ying xiong),Action|Drama,1994,3.375,4,3.4654
8633,3.381,5.0,"Last Starfighter, The",Action|Adventure|Comedy|Sci-Fi,1984,3.5714,7,3.5303
2879,3.38,3.0,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),Action|Adventure|Comedy,1991,3.2143,7,3.3833
2880,3.38,3.0,Armour of God (Long xiong hu di),Action|Adventure|Comedy,1987,3.0833,6,3.3447
7235,3.374,6.0,Ichi the Killer (Koroshiya 1),Action|Comedy|Crime|Drama|Horror|Thriller,2001,3.4167,6,3.4697
111781,3.371,5.0,Mission: Impossible - Rogue Nation,Action|Adventure|Thriller,2015,3.6471,17,3.5932
5628,3.369,4.0,Wasabi,Action|Comedy|Crime|Drama|Thriller,2001,3.5,5,3.501
27311,3.369,3.0,Batman Beyond: Return of the Joker,Action|Animation|Crime|Sci-Fi|Thriller,2000,3.5,3,3.5012
53550,3.357,3.0,Rescue Dawn,Action|Adventure|Drama|War,2006,3.3333,3,3.4627
81156,3.355,3.0,Jackass 3D,Action|Comedy|Documentary,2010,3.9167,6,3.6572
79057,3.348,8.0,Predators,Action|Sci-Fi|Thriller,2010,3.3,10,3.4008
4850,3.343,3.0,Spriggan (Supurigan),Action|Animation|Sci-Fi,1998,3.375,4,3.4654
68791,3.341,11.0,Terminator Salvation,Action|Adventure|Sci-Fi|Thriller,2009,3.25,18,3.3398
92507,3.34,4.0,Safe House,Action|Crime|Mystery|Thriller,2012,3.375,4,3.4654
104243,3.331,3.0,Riddick,Action|Sci-Fi|Thriller|IMAX,2013,3.3,5,3.4344
1254,3.329,7.0,"Treasure of the Sierra Madre, The",Action|Adventure|Drama|Western,1948,3.6562,16,3.5968
65982,3.323,3.0,Outlander,Action|Adventure|Sci-Fi,2008,3.3333,3,3.4627
62999,3.321,5.0,Madagascar: Escape 2 Africa,Action|Adventure|Animation|Children|Comedy|IMAX,2008,3.6923,13,3.6094
113573,3.319,3.0,Sin City: A Dame to Kill For,Action|Crime|Thriller,2014,3.25,4,3.4297
149406,3.319,3.0,Kung Fu Panda 3,Action|Adventure|Animation,2016,3.375,8,3.4453
56156,3.307,5.0,Hitman,Action|Crime|Thriller,2007,3.2857,7,3.4127
103253,3.305,6.0,Elysium,Action|Drama|Sci-Fi|IMAX,2013,3.3125,16,3.3852
7757,3.304,4.0,Jason and the Argonauts,Action|Adventure|Fantasy,1963,3.5,6,3.501
3947,3.304,3.0,Get Carter,Action|Crime|Drama|Thriller,1971,3.3333,3,3.4627
73268,3.301,5.0,Daybreakers,Action|Drama|Horror|Thriller,2010,3.4167,6,3.4697
99728,3.3,3.0,Gangster Squad,Action|Crime|Drama,2013,3.3333,3,3.4627
95147,3.282,2.0,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),Action|Adventure|Animation|Children,1987,3.25,2,3.4596
2013,3.272,8.0,"Poseidon Adventure, The",Action|Adventure|Drama,1972,3.0952,21,3.2263
5796,3.271,2.0,Casino Royale,Action|Adventure|Comedy,1967,2.5,5,3.1677
3633,3.27,9.0,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,1969,3.2647,17,3.3524
8578,3.27,2.0,Undead,Action|Comedy|Horror|Sci-Fi,2003,3.25,2,3.4596
40851,3.267,2.0,Zathura,Action|Adventure|Children|Fantasy,2005,3.375,4,3.4654
73929,3.263,2.0,Legion,Action|Fantasy|Horror|Thriller,2010,2.8333,3,3.3474
85020,3.257,2.0,"Mechanic, The",Action|Drama|Thriller,2011,3.375,4,3.4654
112818,3.254,3.0,"Purge: Anarchy, The",Action|Horror|Thriller,2014,3.3,5,3.4344
94777,3.251,8.0,Men in Black III (M.III.B.) (M.I.B.³),Action|Comedy|Sci-Fi|IMAX,2012,3.2778,18,3.3577
57528,3.247,7.0,Rambo (Rambo 4),Action|Drama|Thriller|War,2008,3.2778,9,3.3956
99910,3.247,2.0,"Last Stand, The",Action|Crime|Thriller,2013,3.25,2,3.4596
182823,3.247,2.0,Bright,Action|Crime|Fantasy,2017,2.875,4,3.3225
106002,3.245,6.0,Ender's Game,Action|Adventure|Sci-Fi|IMAX,2013,3.4375,16,3.4621
3519,3.242,2.0,Force 10 from Navarone,Action|Drama|War,1978,2.9167,6,3.2822
4438,3.237,2.0,"Fist of Fury (Chinese Connection, The) (Jing wu men)",Action|Drama|Romance|Thriller,1972,3.8333,3,3.5781
26242,3.234,4.0,Duel,Action|Mystery|Thriller,1971,3.2,5,3.401
106072,3.231,9.0,Thor: The Dark World,Action|Adventure|Fantasy|IMAX,2013,3.3095,21,3.3715
2527,3.228,7.0,Westworld,Action|Sci-Fi|Thriller|Western,1973,3.4167,18,3.447
8493,3.223,4.0,Memphis Belle,Action|Drama|War,1990,3.0833,6,3.3447
31804,3.222,4.0,Night Watch (Nochnoy dozor),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2004,3.25,4,3.4297
7072,3.222,2.0,Stagecoach,Action|Drama|Romance|Western,1939,3.5,3,3.5012
103042,3.219,9.0,Man of Steel,Action|Adventure|Fantasy|Sci-Fi|IMAX,2013,3.2955,22,3.3599
105954,3.219,2.0,All Is Lost,Action|Adventure|Drama,2013,3.625,4,3.5368
3984,3.218,13.0,Diamonds Are Forever,Action|Adventure|Thriller,1971,3.5,21,3.5005
8832,3.216,2.0,Warriors of Heaven and Earth (Tian di ying xiong),Action|Adventure|Drama,2003,3.25,2,3.4596
26504,3.216,2.0,Cloak & Dagger,Action|Adventure|Children|Crime|Mystery|Thriller,1984,3.25,2,3.4596
4574,3.208,2.0,Blind Fury,Action|Thriller,1989,3.25,2,3.4596
7108,3.208,2.0,Crime Story (Zhong an zu),Action|Crime|Drama,1993,3.25,2,3.4596
26413,3.208,2.0,Snake in the Eagle's Shadow (Se ying diu sau),Action|Comedy,1978,3.25,2,3.4596
7048,3.202,3.0,Nothing to Lose,Action|Adventure|Comedy|Crime,1997,3.375,4,3.4654
76,3.186,4.0,Screamers,Action|Sci-Fi|Thriller,1995,3.4,15,3.4406
78469,3.172,9.0,"A-Team, The",Action|Comedy|Thriller,2010,3.1471,17,3.2784
26614,3.172,5.0,"Bourne Identity, The",Action|Adventure|Drama|Mystery|Thriller,1988,3.3889,9,3.4482
138036,3.17,5.0,The Man from U.N.C.L.E.,Action|Adventure|Comedy,2015,3.4722,18,3.4827
31420,3.161,7.0,Assault on Precinct 13,Action|Crime|Drama|Thriller,2005,3.1875,8,3.362
79139,3.157,3.0,"Sorcerer's Apprentice, The",Action|Adventure|Children|Comedy|Fantasy,2010,3.45,10,3.4758
3204,3.153,3.0,"Boys from Brazil, The",Action|Mystery|Thriller,1978,3.6875,8,3.5842
90717,3.153,3.0,Tower Heist,Action|Comedy|Crime,2011,3.5,4,3.5011
63222,3.153,2.0,JCVD,Action|Drama|Thriller,2008,3.25,2,3.4596
104419,3.153,2.0,Justice League: Crisis on Two Earths,Action|Animation|Sci-Fi,2010,3.25,2,3.4596
6721,3.14,5.0,Once Upon a Time in China (Wong Fei Hung),Action|Adventure|Drama,1991,3.3571,7,3.4421
108928,3.14,3.0,"Monuments Men, The",Action|Drama|War,2014,2.6667,6,3.1885
4005,3.138,6.0,"Living Daylights, The",Action|Adventure|Thriller,1987,3.2917,12,3.3871
93563,3.13,3.0,Lockout,Action|Sci-Fi|Thriller,2012,3.1667,3,3.4243
95182,3.129,2.0,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen),Action|Adventure|Animation|Sci-Fi,1990,3.0,2,3.418
64231,3.127,4.0,Punisher: War Zone,Action|Crime|Drama|Thriller,2008,3.0,6,3.3135
27441,3.124,2.0,Blood: The Last Vampire,Action|Animation|Horror,2000,3.25,2,3.4596
46322,3.122,7.0,Jet Li's Fearless (Huo Yuan Jia),Action|Drama,2006,3.125,8,3.3342
5069,3.119,2.0,Escaflowne: The Movie (Escaflowne),Action|Adventure|Animation|Drama|Fantasy,2000,3.25,2,3.4596
103772,3.103,7.0,"Wolverine, The",Action|Adventure|Fantasy|Sci-Fi,2013,3.375,16,3.4237
522,3.103,4.0,Romper Stomper,Action|Drama,1992,3.2857,7,3.4127
95875,3.078,7.0,Total Recall,Action|Sci-Fi|Thriller,2012,3.1875,8,3.362
134368,3.078,5.0,Spy,Action|Comedy|Crime,2015,3.6875,16,3.616
73321,3.068,6.0,"Book of Eli, The",Action|Adventure|Drama,2010,3.2812,16,3.366
120466,3.068,5.0,Chappie,Action|Thriller,2015,3.25,10,3.3758
33834,3.062,4.0,Land of the Dead,Action|Horror|Thriller,2005,3.125,4,3.394
2662,3.059,5.0,"War of the Worlds, The",Action|Drama|Sci-Fi,1953,3.1667,12,3.3189
91535,3.053,6.0,"Bourne Legacy, The",Action|Adventure|Drama|Thriller|IMAX,2012,3.1389,18,3.2684
2273,3.044,22.0,Rush Hour,Action|Comedy|Crime|Thriller,1998,3.2619,42,3.308
63859,3.031,5.0,Bolt,Action|Adventure|Animation|Children|Comedy,2008,3.3889,18,3.4291
5047,3.013,6.0,Kung Pow: Enter the Fist,Action|Comedy,2002,3.2222,9,3.3692
136020,3.01,7.0,Spectre,Action|Adventure|Crime,2015,3.0588,17,3.2228
86835,3.01,3.0,Priest,Action|Horror|Sci-Fi|Thriller,2011,3.0,3,3.3858
4799,3.005,4.0,"It's a Mad, Mad, Mad, Mad World",Action|Adventure|Comedy|Crime,1963,3.25,10,3.3758
6219,3.0,3.0,"Hunted, The",Action|Drama|Thriller,2003,3.0,3,3.3858
1604,3.0,2.0,Money Talks,Action|Comedy,1997,3.3333,3,3.4627
2344,3.0,2.0,Runaway Train,Action|Adventure|Drama|Thriller,1985,3.25,8,3.3898
3576,3.0,2.0,"Hidden, The",Action|Horror|Sci-Fi,1987,3.5,4,3.5011
7192,3.0,2.0,Only the Strong,Action,1993,3.0,2,3.418
26172,3.0,2.0,Point Blank,Action|Crime|Drama|Thriller,1967,3.0,2,3.418
31660,3.0,2.0,Steamboy (Suchîmubôi),Action|Animation|Drama|Sci-Fi,2004,3.0,2,3.418
70361,3.0,2.0,12 Rounds,Action|Thriller,2009,3.0,3,3.3858
79879,3.0,2.0,Piranha (Piranha 3D),Action|Horror|Thriller,2010,2.1667,3,3.1935
98499,3.0,2.0,"Fearless Hyena, The (Xiao quan guai zhao)",Action|Comedy,1979,3.0,2,3.418
98623,3.0,2.0,Winners and Sinners (Qi mou miao ji: Wu fu xing),Action|Comedy|Crime,1983,3.0,2,3.418
150401,3.0,2.0,Close Range,Action|Crime,2015,3.0,2,3.418
170875,3.0,2.0,The Fate of the Furious,Action|Crime|Drama|Thriller,2017,2.3333,3,3.232
1497,3.0,1.0,Double Team,Action,1997,4.0,3,3.6166
2055,3.0,1.0,Hot Lead and Cold Feet,Action|Comedy|Western,1978,3.0,1,3.456
2956,3.0,1.0,Someone to Watch Over Me,Action|Crime|Thriller,1987,3.1667,6,3.376
3405,3.0,1.0,"Night to Remember, A",Action|Drama,1958,3.0,1,3.456
3771,3.0,1.0,The Golden Voyage of Sinbad,Action|Adventure|Fantasy,1973,4.0,3,3.6166
4397,3.0,1.0,Cannonball Run II,Action|Comedy,1984,2.5,2,3.3346
4497,3.0,1.0,Dead Heat,Action|Comedy|Horror|Sci-Fi,1988,3.0,1,3.456
4594,3.0,1.0,Farewell to the King,Action|War,1989,3.0,1,3.456
4879,3.0,1.0,High Heels and Low Lifes,Action|Comedy|Crime|Drama,2001,3.0,1,3.456
6051,3.0,1.0,"Harder They Come, The",Action|Crime|Drama,1973,4.1667,3,3.6551
6186,3.0,1.0,Gods and Generals,Action|Drama|War,2003,3.0,1,3.456
6577,3.0,1.0,Kickboxer 2: The Road Back,Action|Drama,1991,3.5,2,3.5013
6814,3.0,1.0,City Heat,Action|Comedy,1984,3.0,1,3.456
7756,3.0,1.0,Alexander Nevsky (Aleksandr Nevskiy),Action|Drama|War,1938,4.0,2,3.5846
7844,3.0,1.0,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)",Action|Comedy,1993,3.5,2,3.5013
8481,3.0,1.0,Northwest Passage,Action|Adventure|Drama|Romance|Thriller|Western,1940,3.0,1,3.456
25962,3.0,1.0,King Solomon's Mines,Action|Adventure|Romance,1950,3.0,1,3.456
26344,3.0,1.0,French Connection II,Action|Crime|Drama|Thriller,1975,3.0,1,3.456
26375,3.0,1.0,Silver Streak,Action|Comedy|Crime,1976,3.6667,3,3.5397
26464,3.0,1.0,Blue Thunder,Action|Crime|Drama,1983,3.0,1,3.456
26701,3.0,1.0,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,1989,3.0,1,3.456
27728,3.0,1.0,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),Action|Animation|Drama|Sci-Fi|Thriller,2004,2.1667,3,3.1935
27802,3.0,1.0,Infernal Affairs 2 (Mou gaan dou II),Action|Crime|Drama|Thriller,2003,3.0,1,3.456
31617,3.0,1.0,El Cid,Action|Adventure|Drama|Romance|War,1961,3.0,1,3.456
31867,3.0,1.0,Man of the House,Action|Comedy,2005,3.0,1,3.456
32898,3.0,1.0,"Trip to the Moon, A (Voyage dans la lune, Le)",Action|Adventure|Fantasy|Sci-Fi,1902,3.5,5,3.501
33801,3.0,1.0,Godzilla: Final Wars (Gojira: Fainaru uôzu),Action|Adventure|Fantasy|Sci-Fi,2004,3.0,1,3.456
40578,3.0,1.0,Sword of the Beast (Kedamono no ken),Action|Drama,1965,3.0,1,3.456
42559,3.0,1.0,Samurai Assassin (Samurai),Action|Adventure|Drama,1965,3.0,1,3.456
45183,3.0,1.0,"Protector, The (a.k.a. Warrior King) (Tom yum goong)",Action|Comedy|Crime|Thriller,2005,3.0,1,3.456
49314,3.0,1.0,Harsh Times,Action|Crime|Drama,2006,3.0,1,3.456
52462,3.0,1.0,Aqua Teen Hunger Force Colon Movie Film for Theaters,Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi,2007,3.0,1,3.456
57499,3.0,1.0,Heaven and Earth (Ten to Chi to),Action|Adventure|Drama|War,1990,3.0,1,3.456
59103,3.0,1.0,"Forbidden Kingdom, The",Action|Adventure|Comedy|Fantasy,2008,3.8333,3,3.5781
59336,3.0,1.0,Redbelt,Action|Drama,2008,3.0,1,3.456
60937,3.0,1.0,"Mummy: Tomb of the Dragon Emperor, The",Action|Adventure|Fantasy|Thriller,2008,2.6429,7,3.148
67295,3.0,1.0,Kung Fu Panda: Secrets of the Furious Five,Action|Animation|Children|Comedy,2008,2.875,4,3.3225
72601,3.0,1.0,Teenage Mutant Ninja Turtles: Turtles Forever,Action|Adventure|Animation|Comedy|Thriller,2009,3.0,1,3.456
73676,3.0,1.0,Robin-B-Hood (Bo bui gai wak),Action|Comedy|Drama,2006,3.0,1,3.456
73741,3.0,1.0,Ninja,Action|Crime|Drama|Thriller,2009,3.0,1,3.456
77667,3.0,1.0,MacGruber,Action|Comedy,2010,3.0,1,3.456
82641,3.0,1.0,"One-Armed Swordsman, The (Dubei dao)",Action|Drama,1967,3.0,1,3.456
84523,3.0,1.0,Kill! (Kiru),Action|Comedy|Drama,1968,3.0,1,3.456
87197,3.0,1.0,Let the Bullets Fly,Action|Comedy,2010,3.0,1,3.456
88327,3.0,1.0,"New One-Armed Swordsman, The (Xin du bi dao)",Action|Drama|War,1971,3.0,1,3.456
88515,3.0,1.0,Blitz,Action|Crime|Thriller,2011,3.0,1,3.456
89343,3.0,1.0,Red State,Action|Crime|Horror|Thriller,2011,3.0,1,3.456
90403,3.0,1.0,"Three Musketeers, The",Action|Adventure,2011,3.1667,3,3.4243
91660,3.0,1.0,"Darkest Hour, The",Action|Horror|Sci-Fi|Thriller,2011,2.5,2,3.3346
94160,3.0,1.0,Dante's Inferno: An Animated Epic,Action|Animation|Fantasy,2010,3.0,1,3.456
94405,3.0,1.0,Safe,Action|Crime|Thriller,2012,3.5,2,3.5013
98503,3.0,1.0,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),Action|Comedy,1980,3.0,1,3.456
100304,3.0,1.0,"Liability, The",Action|Thriller,2012,3.0,1,3.456
101423,3.0,1.0,Mezzo Forte,Action|Animation|Comedy,1998,3.0,1,3.456
103233,3.0,1.0,LEGO Batman: The Movie - DC Heroes Unite,Action|Adventure|Animation,2013,3.0,1,3.456
103810,3.0,1.0,Red 2,Action|Comedy|Crime|Thriller,2013,3.2,5,3.401
104141,3.0,1.0,Batman: Mystery of the Batwoman,Action|Animation|Children|Crime,2003,3.0,1,3.456
106785,3.0,1.0,Homefront,Action|Crime|Thriller,2013,3.0,1,3.456
107723,3.0,1.0,Highlander: The Search for Vengeance,Action|Adventure|Fantasy,2007,3.0,1,3.456
113278,3.0,1.0,Batman: Assault on Arkham,Action|Animation|Crime|Thriller,2014,3.0,1,3.456
114246,3.0,1.0,"Walk Among the Tombstones, A",Action|Crime|Mystery|Thriller,2014,3.0,1,3.456
119828,3.0,1.0,A Man Called Blade,Action|Drama|Thriller|Western,1977,3.0,1,3.456
122898,3.0,1.0,Justice League,Action|Adventure|Sci-Fi,2017,2.5,6,3.126
130490,3.0,1.0,Insurgent,Action|Sci-Fi|Thriller,2015,2.8333,6,3.251
147662,3.0,1.0,Return of the One-Armed Swordsman,Action|Adventure,1969,3.0,1,3.456
158874,3.0,1.0,Karate Bullfighter,Action|Drama,1975,3.0,1,3.456
160836,3.0,1.0,Hazard,Action|Drama|Thriller,2005,3.0,1,3.456
161354,3.0,1.0,Batman: The Killing Joke,Action|Animation|Crime|Drama,2016,3.0,1,3.456
166558,3.0,1.0,Underworld: Blood Wars,Action|Horror,2016,3.0,1,3.456
169982,3.0,1.0,Power Rangers,Action|Adventure|Sci-Fi,2017,3.0,1,3.456
170813,3.0,1.0,Baywatch,Action|Comedy,2017,3.0,3,3.3858
184471,3.0,1.0,Tomb Raider,Action|Adventure|Fantasy,2018,2.5,4,3.2154
185435,3.0,1.0,"Game Over, Man!",Action|Comedy,2018,3.0,1,3.456
51939,2.997,5.0,TMNT (Teenage Mutant Ninja Turtles),Action|Adventure|Animation|Children|Comedy|Fantasy,2007,3.0833,6,3.3447
32596,2.986,5.0,Sahara,Action|Adventure|Comedy,2005,3.0714,7,3.3245
112171,2.983,4.0,"Equalizer, The",Action|Crime|Thriller,2014,3.2778,9,3.3956
85056,2.978,2.0,I Am Number Four,Action|Sci-Fi|Thriller|IMAX,2011,3.1,5,3.3677
60514,2.976,4.0,Journey to the Center of the Earth,Action|Adventure|Sci-Fi,2008,2.5,5,3.1677
26152,2.974,4.0,Batman,Action|Adventure|Comedy,1966,3.0,5,3.3344
93363,2.97,4.0,John Carter,Action|Adventure|Sci-Fi|IMAX,2012,3.0909,11,3.2865
52287,2.953,5.0,Meet the Robinsons,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2007,3.5455,11,3.5246
75985,2.94,4.0,Repo Men,Action|Sci-Fi|Thriller,2010,3.5,6,3.501
79224,2.937,4.0,"Karate Kid, The",Action|Children|Drama,2010,2.5,8,3.0564
7700,2.936,3.0,"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,1953,3.3,5,3.4344
2334,2.933,6.0,"Siege, The",Action|Thriller,1998,2.8077,13,3.1094
122890,2.927,3.0,Warcraft,Action|Adventure|Fantasy,2016,3.4167,6,3.4697
4701,2.92,13.0,Rush Hour 2,Action|Comedy,2001,3.371,31,3.4028
7307,2.916,2.0,Flesh & Blood,Action|Adventure|Drama|War,1985,3.0,2,3.418
91842,2.915,2.0,Contraband,Action|Crime|Drama|Thriller,2012,3.0,2,3.418
93326,2.908,5.0,This Means War,Action|Comedy|Romance,2012,2.6364,11,3.0484
8984,2.896,22.0,Ocean's Twelve,Action|Comedy|Crime|Thriller,2004,3.2907,43,3.3305
67197,2.88,4.0,Knowing,Action|Drama|Mystery|Sci-Fi|Thriller,2009,2.8333,9,3.185
122924,2.872,7.0,X-Men: Apocalypse,Action|Adventure|Fantasy|Sci-Fi,2016,3.0714,14,3.2507
39435,2.871,4.0,"Legend of Zorro, The",Action|Adventure|Drama|Western,2005,2.9,5,3.301
45442,2.871,4.0,Poseidon,Action|Adventure|Thriller|IMAX,2006,2.875,4,3.3225
58025,2.862,8.0,Jumper,Action|Adventure|Drama|Sci-Fi|Thriller,2008,3.0,18,3.1791
56336,2.858,2.0,Wrong Turn 2: Dead End,Action|Horror|Thriller,2007,3.0,2,3.418
3624,2.852,17.0,Shanghai Noon,Action|Adventure|Comedy|Western,2000,3.1512,43,3.2173
7570,2.851,5.0,Octopussy,Action|Adventure|Thriller,1983,3.3125,8,3.4175
92008,2.84,3.0,Haywire,Action|Thriller,2011,2.8333,3,3.3474
3959,2.838,3.0,"Time Machine, The",Action|Adventure|Sci-Fi,1960,3.625,8,3.5564
6156,2.833,11.0,Shanghai Knights,Action|Adventure|Comedy,2003,3.2105,19,3.3109
1385,2.831,6.0,Under Siege,Action|Drama|Thriller,1992,2.8542,24,3.0446
4238,2.824,10.0,Along Came a Spider,Action|Crime|Mystery|Thriller,2001,3.1471,17,3.2784
1465,2.813,2.0,Rosewood,Action|Drama,1997,3.3333,3,3.4627
6484,2.804,6.0,Hollywood Homicide,Action|Crime|Drama,2003,2.9286,7,3.2656
405,2.798,3.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1994,2.4167,12,2.9098
7004,2.796,13.0,Kindergarten Cop,Action|Comedy|Crime|Thriller,1990,2.8824,17,3.1117
